ನಾಲಗ್ ವರ್ಷಾದ ಮೇಲೆ ರೋಣಾ ಗೋವರ್ಮೆಂಟಿಗೆ ನಿವು ಸಾಲಾ ಕೊಡವ ರೇತಿ ಬಳದಿರತಿರಾ ನಿಮಗು ಸಬ್ಸಿಡಿ ಬರೆ ಕೊಡವೇಕ ಗೋವರ್ಮೆಂಟಿಗೆ. ಕವರ್ಷ್ಟೂರಿಗಿ ಸ್ವಾಗತಾ ನಾನು ವಿಜೆಲಕ್ಷಮಿಶಿ ಬರೋರು ಕಾಡುಗಳ್ಳ ವಿರಪ್ಪನ್ ಸತ್ತಾಗ ನಾವೆಲ್ಲಾ ನಿತ್ತಿಸರು ಬಿಟ್ವಿ ನಾಡಿನ ಗಂದದ ಗಿಡಗಳೆಲ್ಲಾ ಉಳುದುವಿ ನಾವು ನೆಮ್ಮದಿಯಂದ ಇದ್ದುವಿ ಆದರೆ ನಾಮ್ಮ ನೆಮ್ಮದಿಯನ್ನ ಕೆಳಿಸ ನಮ್ಮಲ್ಲಿ ಒಂದು ವಿಚಿತ್ರವಾದ ಮನವಿ ಮಾಡ್ಕೊಂಡುರು. ಅದೇನಂದ್ರೆ ಬೆಂಗಳೂರು ವಿಶ್ವವಿಧ್ಯಾನಿಲೆ ಆವರಣದಲ್ಲಿ ಕೋಟಿ ರುಪಾಯ್ ಶ್ರಿಗಂಧ ಲೂಟಿಯಾಗ್ತಿದೆ ನಮ್ಮ ಗ್ರಹಿಲಾಗಿಯ ಕಣ್ತಿರಿಸಿ ಅನ್ತ ಬೇಡಿಕೊಂಡುರು ಅವರ ಮನವಿಗೆ ಸ್ಪಂದಿಸಿದ ಕವರ್ ಸ್ಟೋರಿ ತಂಡ ಜಾನದೇಗುಳ ಜಾನಭಾರತಿ ಅತ್ತ ಪ್ರಯಾನ ಬಿಳಸಿಯೆ ಬಿಟಿತು ಮುಂಜಾವಿನ ಚುಮುಚ್ಚುಮು ಚಲಿಗೆ ವಿಸಿರಕ್ತದ ಪರಿಸರ ಪ್ರೇಮಿಗಳು ನಮ್ಮನ್ನ ಸ್ವಾಗತಿಸಿದ್ರು. ಪಹಳ ಉತ್ಸಾಧಿಂದ ಇದ್ದ ಅವರು ನಮ್ಮನು ವಿಶ್ವವಿಧ್ಯಾನಿಲೆಯದ ಕೆಂಪಸ್ ಸುತ್ತಾಡಿಸಿದ್ರು ಇಲ್ಲಿನ ಕಾಡು ಯಾವರಿತಿ ಕಸದ ತೊಟ್ಟಿಯಾಗ್ತಿದೆ ಪ್ಲಾಸ್ಟಿಕ್ ಬಳಕಿನಿ ಶೇಧಿಸಲಾಗಿದ್ರು ಮೈವಾಗಿದೆ. ಕಟ್ಟಡಗಳ ತ್ಯಾಜ್ಯವನ್ನ ಇಲ್ಲಿ ನಿರಾಸೆ ನಾನ ಬಹಾರತ್ಯಾ ಗಂಧದ ಗುಡಿಯಲ್ಲಗೆ
WOODRUFF ಅಕ್ರೆಲ್ಲಿ ಮುನ್ನುರ್ಗಿಡಾ ಕೂತೆವೆ ಹನ್ಯಾಡು ಬೆಂ ಪಾರಿಷ್ಟನುರು ಫಾಇಟರು ವರ್ಷಿಕೆ ಕಡಿಯಾಕ್ ಬರತಿತ್ತೆ ಅದ್ಧರಶು ಹೆಳ್ಟು ಹೆಳ್ಟರೆ ಬಾ಼ಗಳಿತಿದರ್ಲಿ ವಡು ಚೇವಮಂಗಿದ ಮಾಕುತುಂ marijuanaದ್ನು ಪಾರಯಿಕೆಯನ್ನು ತಲಿಗಿದು ತಲಿಗಯಿ ದೇವಿವಿಸ್ತನುರುವಾವಾದು ಮಉತಿದ ಸಲಿಕೆಯಿತುಂದಾರು Yoda बಾರಿಯವಿ ವರಶರದನ್ನಂತ್ರ ಅಧ್ಧಿಯದ ರಷದಿವನ್ನ ಮರಗವಳಿತ್ತಾವಲ್ಲಾ, ಚ ನಾಗಿ ಬೇಳ್ದರತ್ತಿಕಂತ ಅಮ್ರದಲ್ಲು ಕಲಕ್ಟಮಾಡಿಕಂತಂದು ಮಾಡಿಯ ಬೆಳ್ದರತ್ತಾವಲ್ ಅಂತ್ತರಾತ್ರ ಕಾಲ್ಕುಮಾಡು ತ್ವಾವೆಗುಂ ಹೇಡು ಪಳಿತುಕೆ ಸದ್ದಿಯುತ್ತು ಮಾಡುವಿತ್ತು ಮಾಡಿದ್ದಿದ್ದಾಗಾಂದು ಬಳಿಸ್ತವೆ, ಬಳಲಿಲ್ಲಾ ಅಂದರೆ, ಬಳಿಲ್ಲಿಲ್ಲಾ ವೇಸ್ಟ ಆಪರಿ ಪ್ರತರಾಶಿಲ್ಲಿ? ಬಳಿಲ್ಲಿ ಪ್ರತರಾಶಿಲ್ಲಿ ಇರಡಿ ಹಾಇಟ್ ಇರುಬಗ್ಗಿಡಾ ಗ್ರೋವ್ತ ಬರುತ್ತದೆ ಅದುಸ್ತದೆ ತಡಿತ್ತತೆ ಜೋಗಾಗಿದಿದು ತರ್ಕಂತತ್ತೆ ಹಾ ಸಾಪ್ಪಡಿಂಗೆ ಆರವಡಿ ಹಾಕ್ಕಿದರು ಅನ್ಕುಲ ಸದ್ಯಕೆ ತೋಗರು ಹಾಕ್ಕತೆ ವಿಸಾನಿಕೆ ವರ್ಷಿತ ನಾನುರ್ಗಿಡಾ ಕೊರ್ತಾವೆ ಪಾರಿಷ್ಟನುವರ್ ಹಾಕ್ಕರೆ ತೇಳತರೆ ಹನೆಡು ಸುಕ್ತುವಾದ ಸ್ಥಳಾ ಕಿಷೆಗನ್ನು ಹಾಕ್ಕಲಿಕ್ಕೆ ಸೇಂಡಲ್ಗೆ ಸಪೋಟಿಂಗಾಗಿ ಸೇಕಂಡಿರಿ ಹಾಸ್ಪ್ರಾಂಟಾಗಿ ಗಿಡಾನಕೊಡುವಾದು? ನಿರ್ವಾಣಿಯಿ ಬಾಳು ಸತುದಾಲ್ಲಗು ಸಣ್ತರು ಮಾತ್ತು ನಳ್ಣಿಗಾಳೀ ದಿರ್ವು ಚಾಲ್ ಕರುಕ್ಕಾಳಥ ಶಾವುನಿಲ್ಲಲ್ಲ ರೇಚೆಯಿರ್ಲಲ್ಲ

ಬುಮಿ ವಿಜಾರ ಬುಮಿಲ್ಲಿ ಚನಾಗಿ ಬರ್ತತಿ, ಸಮಾನೆ ಮಟ್ಟಾಯದರೆ ಜೋಗಾ ಸ್ಪಿಂಗ್ಳರೂಡಿಪ್ಪು ಎಸ್ಟಮೆಗಿಸ್ಟರ ನಿರ್ಕೊಳಲಿಕೆ ಸಾಯಾಗತತಿ, ಅಸ್ಟರ ನಿರ್ಕೊಳಲ್ಲಿ ನಿರ್igersನಇ ಖಮೆಡ್ರೆದನೆ ಮಸುವಳಿ. ದರವಿಜಳನು, ನಿರ್ಕೊಳಲ್ಲಿ. ಕೊಡೊದು ಮಾಸಾಗಮಲ್ಲಿ. ನಾವಿರೋದು ಜಗತ್ತಿಗೆ ಪರಿಮಳವನ ಹಬ್ಬಿಸಿದಂತ ನಾಡಿನಲ್ಲಿ ಕಂಪನ ಮತ್ತಸ್ಟು ಹೆಚ್ಚಿಸೋದಕ್ಕೆ ಪಣತೊಟ್ಟು ನಿಂತಿದ್ದ ಸಿರಿಗಂಧವನ್ನ ಸಿರಿವಂತನಾಗು ಕರೆಕೊಟ್ಟ ಶಿರಿಗಂಧವನ್ನ ಬೆಳಿಯೋದು ಟ್ರೈನಿಂಗನ್ನ ಶಿರಮದ ಪಲವಾಗಿ ಕುಷ್ಟಗಿಯ ಸಾವರದ ಐದುನೂರು ಶಿರಿಗಂಧವ ಹಪ್ಪಿದೆ ಶಿರಿಗಂಧ 250 ಯುವರೈತರಿಗೆ ತರಬೇತಿಯನ ನಿಡಿತಾರೆ ಕ್ರಿಷಿಯಿಂದ ಬದುಕನ ಕಟ್ಟಕೊಳ್ಬುಹುದು ಅನೋದನ ಯೂಕರಿಗೆ ತೊರಿಸಿಕೊಟ್ಟಿದಾರೆ ಶ್ರಿಗಂಧದ ಕಂಪನ್ನ ಸುತ್ತಿರುವ ಇಕಣ್ಮಣಿಗೆ ಸಂಪ್ರಮದಲ್ಲಿರುವನ್ನ ಸುವರ್ಣ ನಿಉಸ್ಪತಿಯಿಂದ ಅಸಾಮಾಣ್ಯ ಕನ್ನಡಿಗ ಪ. ಬಳುಟಿಗಿ ಕೊಪ್ಪಳಾ ಕುಷ್ಟಿಗಿ ಬೆಳತಾ ಬನ್ನಂತ ಆನ್ತ ಬಳುಟಾ ನುರುವಚುಮ್ಮ ಶುಂಸಡು ಮಾದಿವಾಗುಕು ಮಸ್ರಿಗಂದಾ ಅವಿವಾಗು ಅವರ್ಟು ಬಾರತುದ ನನಿನಿದಿದೇವಿ ಬಳಿಬೋದಾ ಫಾರಸ್ಟ್ ತೋಗುವೆಕ ಏಮ್ಮಾಲ ಇನಾವು ಪರಲ್ಮಾರಂ sunflower〉 ಆಸ್ವನುದ್ಧನೆ ಆಸ್ರೇಗಳಗ್ಳ ಚಾನುದ೘ು ಹೆರು. ನಾನಾ ಪ್ರಶ್ಣಗಳನ್ನು ಇತ್ತಿಕೊಂಡು ಬರ್ತಾಯರ್ತಾರೆ ದಿನಾಲು ಬೇಟ್ಟೆ ಆಕ್ತಾಯರ್ತಾರೆ ವಿಡಿಯೋದಲ್ಲೆ ಸಂಶಿಪ್ತವಾಗಿ

ಮಾತಾಡಲ್ಲಿಕ್ಕೆ ಆಂತಕ್ರತ್ತಿವಿ ಇಂಗಿಳಿಷ್ಟಿನಲ್ಲಿ ಸಾಂಡಲ್ಲುಡ್ ಅಂತಕ್ರತ್ತಿವಿ ಸಾಂಡಲ್ಲುಡ್ಲಿ ಸಾಂಡಲ್ಲುಡ್ಳಿ ಆಸ್ಟೆಲೆದಲ್ ಬೇತಕ್ಕಂತದು ಅನ್ತಕ್ಕರತ್ತಿವಿ ಸಿರಿಗಂದುದ ಸಾಂಟಲುಡ್ಡೆ ನಿದೆಲೆದು ವಾಣಿಜ್ಯಸರು ಇವಾತ್ತು ಇವನ್ನ ಸಂದರ್ಬದಲ್ಲಿ ಇಳುವಕ್ಕಂಡರೆ ವಾಣಿಜ್ಯಸರು. ಯುವರೈತ್ರು, ಇಟಿಗಾಣ್ಡಿದಾರೆ ಆಸಕ್ತಿದೆ. ಇರ್ಡು ಸಾವರ್ದ ಎಂಡರಲ್ಲಿ ಅಮೆಡಿಮೆಂಟಾಗಿದೆ, ಇಲ್ಲವವದಿಸಂದರಬ್ ಇರ್ಳೇ ಅನ್ತಕ್ಕಂತದು. ಇಗಾದರು ರೋಯಲ್ ಅನ್ತಕ್ಕರಿತ್ತರೆ. ಅನ್ತಾ. ಇವತ್ತಿಯನ್ ಬೆಳಿಬೋದು. ಪರಿಮಿಶನ್ನೆ ನೀನು ತೊಗವೆಕಾಗಿಲ್ಲ. ಸರ್ಕಾರದದು ಸರ್ಕಾರದಗಮನಕ್ಕು ಸರ್ಕಾರಕುಡನ್ನು ದಿಶಿದೆ ಅರ್ಥಾ ಸರ್ಕಾರದಗಮನು ಸರ್ಕಾರದಗಮನ ಪಾಣಿಯеше ಆಪಿಂದು ಏದಿ ತಿವೋಡ20 sized ದಲ್ಲಿ ಅಪಿಂದು ವಿಶೇಶಿವಾಗಿ ಪಾರಸ್ಟ್ ಡಿಪಾಟ್ಮೆಂಟಿಗೆ ತೊಗವೇಕಾಗಿಲ್ಲಾ. ಪಾಣಿವಳಕ್ಕು ಉಂದರಿಸಿದರು ಪೋಷಕಾಂಶಗಳ ನಿರ್ವನೆಯಗೆ ಕಿಟ ಬಾದೆಗಳ ಸಾಕಸ್ಟ್ ಪ್ರಸ್ಟೆಗಳ ಬರ್ತಾಯರ್ತಾರೆ. ಸಾಂಡಲ್ವುಡ್ಡೆ ಸಾಮಿ ಪೆರಸಿಟಿಕಿ ನೇಚ್ಯಾರ್. ಪುರವಲಂಬಿಸಸ್ಯಾ. ಆಸ್ರೆಯಲ್ಲಿದ ಬೇರತಕ್ಕು. ಹೇಲವರಿವಿದ ಸಹಾನ ಕೊಂದಿದೆ. ಅತತ್ವರ ಘಿಳಿವರ್ಣ ಮಾದಿನ್ನು ಹೇಲವರಿದಿದಿದೆಗಳ್ದಿದಿದೆ. ಸಾಂಡಲ್ವುಡ್ ಫಾರೆಸ್ಟ ಇವಾಕರಿಗಿ ವತ್ತು ಆವಕಾಶಿದು ಸಮಾಜಿಕ ಜವಬ್ದರಿಯಂತ ನಾವೆನಂತಿವಿ ರಿಸ್ಪಾಂಸಿಬಿಟಿನು ಫುಲ್ಫಿಲ್ಮಾಡಿ ಆರ್ತಿಕವಾಗಿ ಅಸ್ತೆಯಲ್ಲ ಜೊತ್ತಿಗೆ ಸವಿಬೋದಂತ ಇಸಂದರ್ಭದಲ್ಲಿ ಇರ್ತಾಯದಿನೆ. ಪದ್ದನೆ ಮಾಡವೆಕಂತನೆ ಮದ್ದಿಂದ ರೆಡಿಯತ್ತು ವೇಡಿಯನ್ನು.

ಅದುಕ್ಕಂತನೆ ಒತ್ತು ಕೊಟ್ಟಿದಿನೆ ನೋಡವೇಕು ಮುವನ್ನು. ಉಳಾ ಬಂದಗಾದಕ್ಕೆ ಯಾವರೀತ್ತೆ ಇದುಮ್ಮ ಸ್ಪ್ರೇಯಮಾಡವುಕ್ಕೋ ಅಂತರವಗಿ ಕಾತ್ತೆ. ನಾಲಾಕ್ ವೇಡಿವೆಗು ಅಂತನೆ ಅನುಕಾಣಿ ಪ್ರಿಡಮ್ ಆಪನ್ನಾ ಇನ್ನಸ್ಟು ಭೂಮಿಯಲ್ಲಿ ಮಾಡ್ಕೊಳುಬೇಕೊ ದೇಯಾ ಹೇಟ್ಕೊಂಡಿದರೆ. ಅವರ್ ನುದುನ್ನ ಕೇಳಿತಿಲ್ಲಿಕೊಳುನ್ನು ಮುದ್ದಿಗೆ ಸ್ವಾಗತ್ಸುನ್ನು ಇನ್ನಿಯಕ್ತಡ ವಿಡಿವನ್ನು ಶೂರ್ಮಾಣಾ. ನಿವಿನು ಚಾನಲ್ಲನ್ನು ಸಬ್ಸ್ಕ್ರಾಬ್ಮಾಟ್ಕೊಳಿಲಾಂದು ಇಗ್ಳೆ ಸಬ್ಸ್ಕ್ರಾಬ್ಮಾಟ್ಕೊಳಿಲ್ಲಿ ಜೊತಗೆ ಆಕೊಂದುದನ ಮರಿಬೆಡಿ. ಕರಿಶಿಯ ಬೆಲ್ವನಗೆ ಕಾನ್ಕೊಳ್ಬೇಕೊಂದನ್ನು ತಾಂಗುಳಿದರು? ಕರಿಶಿಕರ ಶೂರು ಆಯತು? ಬೆಲದಂತ ಬಿಳಿಗೆ ಸರಿಯಾದಿ ಕರಿಕ್ಟಗಿ ಬಿಳಾಶಿಕ್ತಿಲ್ಲ. ತಕ್ಕಂತನೆ ಸವಲೆಬ್ಬೆ ಅವರ್ಬುಟಿದೆ ಮನು. ಬುಮಿದೆ ಎಶ್ಟು ಎನುಂ ಬೆಳಿಟಾಯಿದಿರಾ? ಅದ್ಯಂಟ ಬೂಮಿದೆ ಎನು. ಎವಳೆ ಬತ್ತ ಬೆಳಿತಿದಿವಿಂದು ನಿರವರೆ ಬೆಳಿತಿದಿರದು. ಒಣ ಪೆಸದಲ್ಲಿ ಬಿಳಿತಿವಿ ಕಡಗೆ ಹೇಲು ಜಾಸ್ತಿಯಾಯಿತ್ತು? ಅನ್ನರಿಂದು ಜೇವನೆ ಹೇಲಾವಿಂದು. ಪ್ರೆಡ್ಡು ಮಾಪನನ್ನು ನೊಡಿದ್ನನ್ನಂತ್ರ ಇಂಟ್ರಸ್ಟ್ ಮಾನಮ್ ನೊಡಿದಿರಾ? ಡ್ರೈಗನ್ ಫ್ರೂಟ್ ಪೇಪರ್ ಪ್ಲೇಟಾ ಸಿರಿಗಂದದು ಬಗಿನು ನೊಡಿದಿನು ಎಗಿದು ಮಾನಮ ಲೋಗು ಪಸ್ಲನ್ನಾ ತೆಗಿಬೋದು? ನೋಳಿಗಿದರೆ ನೋಲೆಜಿ ಯಾವರೇಂದಿ ಬೆಳ್ಸಕುಂಡ್ದು ಹೋದರೀ? ಕಪ್ಪಂಡು

ಅಭ್ಯಾಗಾಗಿ ಮಾಡವೇಕಂತು ಯೋಚಿರ ಮಾಡಕಾಣಿಗಿದೆ ಹಾವು ಕೊರ್ಸು ನೋಡಿದಿದಿದಿ ಕಲ್ತರಿ? ನೋಡಿದಿದಿದಿದಿದಿ ಅದವು ನೋಡರುಞ್ಮು ಉಲ್ಲಾಸು ನೋಡಿದಿದಿದಿದಿದಿದೆ ವಳ್ವೇಬರ್ಲಾಕು ಪುತ್ತುದಾಗೆಯಿದಿದಿ ನಾಲಕ್ ಏಕ್ರಾಯೆ ವೇಳಿವೆಗೆ ಅನ್ನುಕಂಡಿದಿದಿದಿ. ಕೋಡ್ಸ್ ನೋಡಿದಿದಿರಾ ಇರೆವಿಕಲ್ತಿರಿಯತ್ರಲ್ಲಿ ಯಾವಲಿಂದಿ ಮಾಡುವೇಕನ್ನುಕೊಣಿದಿದಿದಿರಾ? ಹೊರ್ತು ಪಡಿಸಿ ಯಾವಿವು ಕೋಡ್ಸ್ಟನ್ನು ನೋಡಿದಿದಿರಾ? ಜಿವನ ಬದ್ಲಾಗಿಲಾ? ಆಸಕ್ತಿರ ಗೊಂದುದ ಸತ್ತೆ ಕೋರ್ಸ್ಟನ್ನು ಐಂದು ನಾನುದಿಲಾ. ಪೇತದನ್ನು ಮರಿತಿದಿದಿಗಳಿದಿ ಜನ್ರಕ್ಕು ಸಹಾಯಾಗಿದುದಿದಿದಿ? ಯಾವರಿತ್ತಿಯಂತ್ತೆ ವಿದ್ಯಕ್ಕಲತ್ತಂತ್ತ ವಿಗ್ಟಿಯದ್ದನ್ನೆ ಯಾರುಕ್ಕೆ ಇತ್ಕೊಳಕಾಗಲ್ಲ ಯಾಪ್ ತೋಳನ್ನು ವಿಗ್ಟಿಯದ್ದರುಂದ ಸಾಧಸ್ಬವದು ತೂರಿದಿಗೆಸ್ತಿನ್ನು ವಳಿವೇಕು ಮನ್ಯವರನು ಉಳಿಸ್ವೇಕು ಸಪ್ಕಷ್ಟಾಗತ್ತೆ ವಹಾನು ಪಲಿಂದುಗೆ ಪಿಲ್ಲಿಸ್ತು ಸಪ್ಷಣ್ತಿಗೆ ಏಯ್ತಿಗೆ ಸನ್ನುದಿಗೆ ವಿಸ್ವೇಸವಿಸ್ತಿಗೆ ಒವುದು. ಬಗಧವಾಗಾ? ಬಜನಿಸಿಕ್ಕವಾಗಿ ಬಿಸಿಕ್ಕವಾಗೆ ಸಳಿಸುದರಾಗಾ Marya? ಪೇಪರಪ್ಲೇಟಗತ್ತಿ. ಬಜನಿಸಿಕ್ತಿ ಆಮ Carson second store SS. ಸಮಯಕಾಗಿದ ನಿವರಿಕೊಳು. ತಾಯಿಕೆ ನಿವರಿಕೊಳು ನಿವರಿಕೊಳು.. ಇವತ್ತನಾವು ಗುಂಟೆಲಿ ಇತ್ಸರ್, ಪೇರಲ ಸಿತಾಪಲ ಬೆಟ್ಟದ್ನೆಲಿಕ 300 ನಿರ್ಲಣ್ಡ್ಡು ಹುಣಸಿಯಣ್ಡು ಇತ್ಸರ್ ಸ್ನೇತ್ರ ಗಮ್ಮಿಸ್ತಾಲಾರ್ ಬಲಬಾಗದಲ್ಲಿರುತ್ತದೆ ಸೋಷಿಲ್ ಮಿಡಿಯದಲ್ಲಿ ಬಹಣವೇರಲ್ಲದರೆ ಸಮ್ಮೆಯದಲ್ಲಿ ಕೊಷ ಹವಾ ಇಗಳು

ತಮ್ ಬಹಣವೇರಲ್ಲಿ ಕತೆಗಳಿದಿತ್ತದೆ ಸಮ್ಪುರ್ಣ ತಿಳ್ಕುಳ ಪ್ರಯೆತ್ತಾ ಅಕ್ಷಿಲ್ಲಿ ಕೆಲ್ಸಮಾಡು ಅವಕಾಶನು ಗಂಡಾ ಮಾಡುತ್ತಿದ್ದು ಮಾಡುತ್ತಿದ್ದಿದ್ದಿ ಹೊಳಾ ಮನಿವಲ್ಲಗ ತೋರಿಸು ತೇಡಿದ್ದಿದ್ದು ಮೊದ್ದಲು ಇದ್ದನಮ್ ಇವತ್ತನಿವೆ ನೋಡ್ಲಿಕತ್ತಿದ್ದಿರು ಸಿಕಲ್ ನು ಮರ್ತಿದ್ದಿಲ್ಲಾ ಇವಲ್ಲಾ 13 ರೀಂದ ವರ್ಷುದ ಪ್ರೈಯತ್ನದಿಂದ ಇಲ್ಲವಲಿಕ್ ತೋಂಡು ಬಂದಿದಿವು ಹೋದಾ ಹೋದಲ್ಲಿಕ್ ವಲಗು ಗೊಗಬಡಿತ್ತದ ನಿರಿನ ಅವಶಕತ್ತೆಯಲ್ಲ ಉಷ್ಣವಾಯಲ್ಲಿಕ್ಕೆ ಹೇಳಮಾಡಿಸಿದ್ದ ದಾಳಿಮ್ಬೆ ದಾಳಿಮ್ಬೆನೆ ಮಾಡಿತೆ ಚೇಲೋ ಯೋಟನಿಂದ ವರ್ಷಾತ್ಮಲ್ ದುಂಡಾನು ಅಂಗಾಮಾರಿ ರೋಗ ಬಂದ ಹಾಳಾಗ್ ಬಿಡಿತು ವಿಚಾರ್ ದಿಯುಸ್ ಪಟ್ಟನ್ತ ತ್ರಾಸ್ಪಟ್ಟೆ ಅದಿಲ್ಲ ನಿಮಿಶುವಲ್ಲು ಹೋಗಬಡಿತು ಬಿಡಿದೆ ವಿಷಿಸ್ತು ತರ್ಮ ಉದಾಳಣೆ ಬಿಳೆಗಳು ಮೂರಿಂದ ತಿಂಗಳು ಭಾಳನ್ನು ಆಯಿದರಿಂದ ಆರ್ತಿಂಗಳು ಸರ್ವಾಳಾಂದರು ಜೋಳಾಗಿರುಬೋದು ತೋಗರಿಯಾಗಿರುಬೋದು ಶೇಂಗಾಗಿರು ಎಲ್ಲಾಗಿರುಬೋದು ತೈವಾನ್ ಪಿಂಕಿರುಬೋದು ವಾಯ್ಟಿರುಬೋದು ಬಂದುರುತ್ತೆಯಿಗೆ 錯ಾರು ಪಾಥು ತೋಗವೊಡು ಸದ್ವಿಾಯಾಗಿರುಡೇನ್ ಬಿಟವು <|sv|> china2014.早ರೆ.. ನೇರುಲನ್ನ, ಒದಬಾಯಿಂದ ಲಿಕೆಯಿಸಿಮಾಡಿದಿದಿವೇ ನಾಟಕದ ಕತ್ಯಾಯಿತ್ಸರದು. ಇಲ್ಲತ್ತಿನ ವಂದು ಪರಾವಲಂಬಿಗಿಡಾ ಆಸ್ಟ್ರೈಯದಲ್ಲಿ ಕುಂದು ಉತ್ಪನ್ನ ಆಕ್ಬಕ್ಕು. ದಿದ್ರನ್ನ ಸರ್ವಾಯವಾಗಳಿಕ ಆಕ್ತದು. ಇಲ್ಲಾಂದ

ಹನ್ಯಾಡರು ಹನ್ಯದ ವರುವಾಗಳಿಗಿಂದ ಮಾಡಕುಂದ ಮನೆತನ ಹೆಂಗ್ ನಡ ನಾಲ ಕೋಮ್ಬಿನೆಶನ್ನು ರೆಡಿ ಕ್ರಿಷಿಯಲ್ಲಿ ಕೆಳಗಬಿಳುವಂತ ಬರುವದಿಲ್ಲ. ಕಂ ನಾನ್ನಿ ಮಹಿರೆ ಮಿಮೇಯ ಡೆನೆಯಿಯಾರಿವಾರು. ಅದ್ದಿನೆ ಬುತ್ಟಲ್ಡಿಲ್ಲ. ಲಾಂಟರ್ಮ್ ಹೇಳಿದೆ ಹನ್ಯಾಡರಿಂದ ರುಷನ್ನು ಬಳಿತ್ತಿಯರು ವರಶನ್ನು ಭಾಡಿಗೆ ಅಲ್ಲಿವರುಗಾದುರು ಡೆಡಿನು ವಸ್ಟ್ಮನ್ನು ಸಿನಿಯಸ್ಟುಮೆಟ್ಟುರು ನುಗ್ಯಕಾಯೆಯಿತಿ ನುರ್ ತೆಂಗಾಯಿತಿ ಎಂಟನುರ್ ಸಾಗ್ವಾನಿಗಿಡಾ ಸಿಂಗಳ್ ಸ್ಕೊರ್ಪಿಟೋಫ ಯೋರ್ ಲಾಂಡ್ ಶುಡ್ ನಾಡ್ಡಿ ವೇಸ್ಟೆಡ್ ಇಂಚ್ ಹೇಸ್ ವಾಲ кварти startingこれでy, make weary self.. sting Two veene 1924 re experienceable carpet I'm working die cultivation must Trisheve try invite cycles Pure let's history ಅದಿಕ್ಕ ಕ್ರಿಶಿಯ ವೇಚ್ಚವನ್ನು ಮಾಡ್ರೆ. ಎಳ್ಲಕ್ಷ ರುಪೆ ಕರ್ಚಮಾಡಿ ಆಯ್ದಲಕ್ಷ ತಗಿರೆ. ಅವಾಗದು ಪ್ರಾಫಿಟೇಬಲ್ ಸರ್. ವಿಜನೆ ಬೂಮಿಯನ್ನು ಪ್ರಕ್ರತಿಯ ಜೊತ್ತೆಗೆ ಹೋಗಿ. ಜೊತ್ತಿನು ಹೋಗರೆ ಅಗೆಂಸ್ಟ್ ಹೋಗಳಿಕ್ಕೊ ಹೋಗಬಾಡರೆ. ಜೊತ್ತೆನು ನಿರ್ಲನ್ನು ಉನಿಸಿಹಣ್ಣು ಬೆಟ್ಟಿದ್ನಲ್ಲಿಕೈ ಯೂಕ್ಕೆ ಭಾಳ ವಿಕ್ನೆಸ್ ಗೊತ್ತಿದ್ದೆ

